ms_uri,source_id,record_id,site_name,country,state_or_province,location,crs,commodity,deposit_type
https://minmod.isi.edu/resource/mineral_sitea173a65019f9840f53195546bf0dd2768f64fdf6eb35e0bbdc4baf0a8511c3d2,https://mrdata.usgs.gov/mrds,10125288,North Side Ext. Prospect Ng,United States,Nevada,POINT (-119.13069 40.02489),EPSG:4326,tungsten,"Skarn tungsten u00b1 Mo,Fluvial placer tungsten,Porphyry tungsten"
https://minmod.isi.edu/resource/mineral_sitee5bd1f37a9a943fbc22571ba115b815d26830840912b5cd19520cef643fa71bc,https://mrdata.usgs.gov/mrds,10270800,Hilltop Sagehen,United States,Nevada,POINT (-118.9824 40.53659),EPSG:4326,tungsten,"Fluvial placer tungsten,Porphyry tungsten,Greisen tungsten- molybdenumu00b1Bi,Skarn tungsten u00b1 Mo"
https://minmod.isi.edu/resource/mineral_site53401b3bff431ea4a59bfe2d4f70c6cb7124d97354a6a6cb48c3fa9e9c653332,https://mrdata.usgs.gov/mrds,10107645,Mt. Tungsten Prospect,United States,California,POINT (-119.6343 37.11661),EPSG:4326,tungsten,"Fluvial placer tungsten,Greisen tungsten- molybdenumu00b1Bi,Black shale gold,Porphyry tungsten,Vein tungsten,Skarn tungsten u00b1 Mo"
https://minmod.isi.edu/resource/mineral_site4af94ca2a04649fc1de6d95055c8325397d0a5e7e4b8a4e20027c80adebc3749,https://mrdata.usgs.gov/mrds,10198219,Thrabert Mine,United States,Nevada,POINT (-119.28161 40.55068),EPSG:4326,tungsten,"Fluvial placer tungsten,Skarn tungsten u00b1 Mo,Greisen tungsten- molybdenumu00b1Bi"
https://minmod.isi.edu/resource/mineral_sitee6d67480487916ae2dce7a10e0f525aa61c80b0f44720f1156353ae5830eaa0c,https://mrdata.usgs.gov/mrds,10115654,Copper Queen Prospect,United States,California,POINT (-119.19127 37.80213),EPSG:4326,"silver,lead,tungsten","Supergene lead,Vein polymetallic,Supergene silver,Replacement polymetallic,Skarn tungsten u00b1 Mo,Residual placer lead"
https://minmod.isi.edu/resource/mineral_site64c65633250fd5d266d356dd9cc4f5f3f879a199f278682cf11a5c48c45569af,https://mrdata.usgs.gov/mrds,10104029,Snod Grass,United States,California,POINT (-119.72377 38.66491),EPSG:4326,tungsten,"Skarn zinc-lead-silver,Skarn tungsten u00b1 Mo,Vein tungsten,Contact Metasomatic,Skarn gold u00b1 copper u00b1 tungsten,Porphyry tungsten,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/mineral_site3f67a57ad62f83182ddd0c2270d8dc1abae8b691529eaebca9225c98e6f367e3,https://mrdata.usgs.gov/mrds,10008687,Thanksgiving,United States,California,POINT (-118.88427 36.23329),EPSG:4326,tungsten,"Skarn tungsten u00b1 Mo,Skarn gold u00b1 copper u00b1 tungsten,Greisen tungsten- molybdenumu00b1Bi,Fluvial placer tungsten,Porphyry tungsten"
https://minmod.isi.edu/resource/mineral_site878a58f5bec6bf2cf332c2abe5fdb50d8a2fddc3bb4c70a9a74fe7959d8112b5,https://mrdata.usgs.gov/mrds,10236840,Blue Moon Group,United States,California,POINT (-119.78848 37.68803),EPSG:4326,tungsten,"Replacement manganese,Fluvial placer tungsten,Mesozonal orogenic gold,Skarn tungsten u00b1 Mo"
https://minmod.isi.edu/resource/mineral_site690a2858fdf5f10b16f4a0eb95544638947b4e30db7996616ca92e38aa9dc214,https://mrdata.usgs.gov/mrds,10045052,Tungsten Prospect,United States,Nevada,POINT (-117.79153 41.17878),EPSG:4326,tungsten,"Vein tungsten,Skarn zinc-lead-silver,Skarn tungsten u00b1 Mo"
https://minmod.isi.edu/resource/mineral_site055f9555dd4f09ed32797e65a05180942066f978e9207f962e30eef011fe6aa2,https://mrdata.usgs.gov/mrds,10117641,Buckskin,United States,California,POINT (-119.63428 38.16302),EPSG:4326,tungsten,"Fluvial placer tungsten,Skarn tungsten u00b1 Mo"
