ms_uri,source_id,record_id,site_name,country,state_or_province,location,crs,commodity,deposit_type
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__szklary,https://doi.org/10.5382/econgeo.4950,Szklary,Szklary,Poland,"","",EPSG:4326,nickel,"Hydrous Mg silicate-clay silicate,Hydrous Mg silicate-Clay silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__jinchuan,https://doi.org/10.5382/econgeo.4950,Jinchuan,Jinchuan,China,"","",EPSG:4326,"cobalt,nickel","Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__babbit-minnamax,https://doi.org/10.5382/econgeo.4950,Babbit-Minnamax,Babbit-Minnamax,USA,"",POINT (-86.71 51.76),EPSG:4326,nickel,"Duluth Complex - Keweenawan LIP,Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__talvivaara-kolmisoppi-kuusilampi,https://doi.org/10.5382/econgeo.4950,Talvivaara (Kolmisoppi-Kuusilampi),Talvivaara (Kolmisoppi-Kuusilampi),Finland,"","",EPSG:4326,"cobalt,nickel","Hydrothermal Ni,Sedex/VMS,Sediment-hosted Pb-Zn/VMS"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__pilanesburg-east-west-pits,https://doi.org/10.5382/econgeo.4950,Pilanesburg-East / West Pits,Pilanesburg-East / West Pits,South Africa,"","",EPSG:4326,nickel,"Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__toronto,https://doi.org/10.5382/econgeo.4950,Toronto,Toronto,Philippines,"","",EPSG:4326,"cobalt,nickel","Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__mindoro-lower-kisluyan-buraboy,https://doi.org/10.5382/econgeo.4950,Mindoro (Lower Kisluyan-Buraboy),Mindoro (Lower Kisluyan-Buraboy),Philippines,"","",EPSG:4326,"cobalt,nickel","Oxide-Hydrous Mg silicate,Oxide-hydrous Mg silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__leinster-tailings,https://doi.org/10.5382/econgeo.4950,Leinster Tailings,Leinster Tailings,Australia,"","",EPSG:4326,nickel,"Magmatic Sulphide,Tailings,Archean Komatiite,Archean komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__vammala-ekojoki,https://doi.org/10.5382/econgeo.4950,Vammala-Ekojoki,Vammala-Ekojoki,Finland,"","",EPSG:4326,nickel,"Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__monchegorsk-sopcha-lodes,https://doi.org/10.5382/econgeo.4950,Monchegorsk-Sopcha (Lodes),Monchegorsk-Sopcha (Lodes),Russia,"","",EPSG:4326,"cobalt,nickel","Layered Intrusive,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__evvoia,https://doi.org/10.5382/econgeo.4950,Evvoia,Evvoia,Greece,"","",EPSG:4326,nickel,"Oxide,Oxide?,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__ilmolahti-ilmolahti,https://doi.org/10.5382/econgeo.4950,Ilmolahti-Ilmolahti,Ilmolahti-Ilmolahti,Finland,"","",EPSG:4326,"cobalt,nickel","Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__vammala-stormi,https://doi.org/10.5382/econgeo.4950,Vammala-Stormi,Vammala-Stormi,Finland,"","",EPSG:4326,nickel,"Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__kuhmo-sika-aho,https://doi.org/10.5382/econgeo.4950,Kuhmo-Sika-Aho,Kuhmo-Sika-Aho,Finland,"","",EPSG:4326,nickel,"IOCG,Hydrothermal Ni"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__thunderbox-waterloo-amorac,https://doi.org/10.5382/econgeo.4950,Thunderbox-Waterloo / Amorac,Thunderbox-Waterloo / Amorac,Australia,"","",EPSG:4326,nickel,"Archean komatiite,Archean Komatiite,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__hotinvaara,https://doi.org/10.5382/econgeo.4950,Hotinvaara,Hotinvaara,Finland,"","",EPSG:4326,"nickel,cobalt","Archean komatiite,Archean Komatiite,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__stormyra,https://doi.org/10.5382/econgeo.4950,Stormyra,Stormyra,Norway,"","",EPSG:4326,"nickel,cobalt","Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__agios-ioannis,https://doi.org/10.5382/econgeo.4950,Agios Ioannis,Agios Ioannis,Greece,"","",EPSG:4326,nickel,"Oxide,Oxide?,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__sudbury-victoria-kghm,https://doi.org/10.5382/econgeo.4950,Sudbury-Victoria (KGHM),Sudbury-Victoria (KGHM),Canada,"",POINT (-81.38751111111111 46.42379722222222),EPSG:4326,"nickel,cobalt","Magmatic Sulphide,Impact-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__keller-creek-eskimo-knoll,https://doi.org/10.5382/econgeo.4950,Keller Creek-Eskimo Knoll,Keller Creek-Eskimo Knoll,Australia,"","",EPSG:4326,nickel,"Magmatic Sulphide,Proterozoic Komatiite,Proterozoic komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__ngella-floridas-islands,https://doi.org/10.5382/econgeo.4950,Ngella-Floridas Islands,Ngella-Floridas Islands,Solomon Islands,"","",EPSG:4326,"nickel,cobalt","Oxide-hydrous Mg silicate,Oxide-Hydrous Mg silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__black-hills-north-monger,https://doi.org/10.5382/econgeo.4950,Black Hills-North Monger,Black Hills-North Monger,Australia,"","",EPSG:4326,"nickel,cobalt","Oxide?,Oxide,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__vammala-soukko,https://doi.org/10.5382/econgeo.4950,Vammala-Soukko,Vammala-Soukko,Finland,"","",EPSG:4326,nickel,"Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__stillwater-east-boulder,https://doi.org/10.5382/econgeo.4950,Stillwater-East Boulder,Stillwater-East Boulder,USA,"",POINT (-109.9 45.39),EPSG:4326,nickel,"Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__gogota,https://doi.org/10.5382/econgeo.4950,Gogota,Gogota,Guinea,"","",EPSG:4326,"cobalt,nickel","Laterite,Oxide-Hydrous Mg silicate,Oxide-hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__area-55,https://doi.org/10.5382/econgeo.4950,Area 55,Area 55,Australia,"","",EPSG:4326,"nickel,cobalt","Magmatic Sulphide,Sediment-hosted polymetallic"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__zondereinde-northam,https://doi.org/10.5382/econgeo.4950,Zondereinde (Northam),Zondereinde (Northam),South Africa,"","",EPSG:4326,nickel,"Stratabound Stratiform Reef-type,Magmatic Sulphide,Layered Intrusive"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__phikwe,https://doi.org/10.5382/econgeo.4950,Phikwe,Phikwe,Botswana,"","",EPSG:4326,nickel,"Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__yakabindie,https://doi.org/10.5382/econgeo.4950,Yakabindie,Yakabindie,Australia,"","",EPSG:4326,nickel,"Archean Komatiite,Magmatic Sulphide,Archean komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__rosario,https://doi.org/10.5382/econgeo.4950,Rosario,Rosario,Puerto Rico,"","",EPSG:4326,"cobalt,nickel","Oxide-Hydrous Mg silicate,Laterite,Oxide-hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__saruabil,https://doi.org/10.5382/econgeo.4950,Saruabil,Saruabil,India,"","",EPSG:4326,"cobalt,nickel","Laterite,Oxide-Hydrous Mg silicate,Oxide-hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__nico-young-ardnaree,https://doi.org/10.5382/econgeo.4950,Nico Young-Ardnaree,Nico Young-Ardnaree,Australia,"","",EPSG:4326,"cobalt,nickel","Laterite,Oxide-clay silicate,Oxide-Clay Silicate,Oxide-Clay silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__afplats-imbasa-imkosi,https://doi.org/10.5382/econgeo.4950,Afplats-Imbasa / Imkosi,Afplats-Imbasa / Imkosi,South Africa,"","",EPSG:4326,nickel,"Stratabound Stratiform Reef-type,Magmatic Sulphide,Layered Intrusive"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__ferguson-lake,https://doi.org/10.5382/econgeo.4950,Ferguson Lake,Ferguson Lake,Canada,"","",EPSG:4326,"cobalt,nickel","Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__zambales-global,https://doi.org/10.5382/econgeo.4950,Zambales-Global,Zambales-Global,Philippines,"","",EPSG:4326,nickel,"Oxide?,Oxide,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__buckton-buckton-south,https://doi.org/10.5382/econgeo.4950,Buckton-Buckton South,Buckton-Buckton South,Canada,"","",EPSG:4326,"cobalt,nickel","Hydrothermal Ni,Shale-hosted Ni,Sediment-hosted Pb-Zn/VMS"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__maslovskoye,https://doi.org/10.5382/econgeo.4950,Maslovskoye,Maslovskoye,Russia,"","",EPSG:4326,"nickel,cobalt","Siberian Traps LIP,Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__hongqiling,https://doi.org/10.5382/econgeo.4950,Hongqiling,Hongqiling,China,"","",EPSG:4326,nickel,"Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__goodyear,https://doi.org/10.5382/econgeo.4950,Goodyear,Goodyear,Australia,"","",EPSG:4326,nickel,"Archean komatiite,Archean Komatiite,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__sudbury-podolsky-kghm,https://doi.org/10.5382/econgeo.4950,Sudbury-Podolsky (KGHM),Sudbury-Podolsky (KGHM),Canada,"",POINT (-80.8757 46.7781),EPSG:4326,nickel,"Magmatic Sulphide,Impact-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__knp-west-goongarrie-highway,https://doi.org/10.5382/econgeo.4950,KNP West-Goongarrie: Highway,KNP West-Goongarrie: Highway,Australia,"","",EPSG:4326,"cobalt,nickel","Laterite,Oxide,Oxide?"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__sconi-south-kokomo,https://doi.org/10.5382/econgeo.4950,Sconi South-Kokomo,Sconi South-Kokomo,Australia,"","",EPSG:4326,"cobalt,nickel","Laterite,Oxide,Oxide?"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__romblon,https://doi.org/10.5382/econgeo.4950,Romblon,Romblon,Philippines,"","",EPSG:4326,nickel,"Oxide-hydrous Mg silicate,Oxide-Hydrous Mg silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__sudbury-west-graham,https://doi.org/10.5382/econgeo.4950,Sudbury-West Graham,Sudbury-West Graham,Canada,"",POINT (-81.3128611111111 46.417972222222225),EPSG:4326,"nickel,cobalt","Magmatic Sulphide,Impact-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__tubatse-eerste-geluk-nooitverwacht,https://doi.org/10.5382/econgeo.4950,Tubatse (Eerste Geluk-Nooitverwacht),Tubatse (Eerste Geluk-Nooitverwacht),South Africa,"","",EPSG:4326,nickel,"Stratabound Stratiform Reef-type,Layered Intrusive,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__nindilbillup-group,https://doi.org/10.5382/econgeo.4950,Nindilbillup Group,Nindilbillup Group,Australia,"","",EPSG:4326,"cobalt,nickel","Laterite,Oxide?,Oxide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__ilmolahti-tormala,https://doi.org/10.5382/econgeo.4950,Ilmolahti-Törmälä,Ilmolahti-Törmälä,Finland,"","",EPSG:4326,"cobalt,nickel","Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__mount-sholl,https://doi.org/10.5382/econgeo.4950,Mount Sholl,Mount Sholl,Australia,"","",EPSG:4326,"cobalt,nickel","Magmatic Sulphide,Layered Intrusive"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__owen,https://doi.org/10.5382/econgeo.4950,Owen,Owen,Canada,"","",EPSG:4326,nickel,"Impact-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__panton,https://doi.org/10.5382/econgeo.4950,Panton,Panton,Australia,"","",EPSG:4326,nickel,"Layered Intrusive,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__pardoo-highway,https://doi.org/10.5382/econgeo.4950,Pardoo-Highway,Pardoo-Highway,Australia,"","",EPSG:4326,"cobalt,nickel","Magmatic Sulphide,Layered Intrusive"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__limoeiro,https://doi.org/10.5382/econgeo.4950,Limoeiro,Limoeiro,Brazil,"","",EPSG:4326,nickel,"Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__south-east-kalimantan,https://doi.org/10.5382/econgeo.4950,South-east Kalimantan,South-east Kalimantan,Indonesia,"","",EPSG:4326,nickel,"Hydrous Mg silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__nicaro,https://doi.org/10.5382/econgeo.4950,Nicaro,Nicaro,Cuba,"","",EPSG:4326,"cobalt,nickel","Oxide-clay silicate,Laterite,Oxide-Clay Silicate,Oxide-Clay silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__koreppa-waria-valley-bovio-hill,https://doi.org/10.5382/econgeo.4950,Koreppa (Waria Valley-Bovio Hill),Koreppa (Waria Valley-Bovio Hill),PNG,"",POINT (147.25 -7.95),EPSG:4326,nickel,"Laterite,Oxide-Hydrous Mg silicate,Oxide-hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__bahodopi,https://doi.org/10.5382/econgeo.4950,Bahodopi,Bahodopi,Indonesia,"","",EPSG:4326,nickel,"Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-Oxide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__zondernaam,https://doi.org/10.5382/econgeo.4950,Zondernaam,Zondernaam,South Africa,"","",EPSG:4326,nickel,"Layered Intrusive,Stratabound Stratiform Reef-type,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__infanta,https://doi.org/10.5382/econgeo.4950,Infanta,Infanta,Philippines,"","",EPSG:4326,nickel,"Oxide?,Laterite,Oxide-Hydrous Mg silicate,Oxide,Oxide-hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__trstenik,https://doi.org/10.5382/econgeo.4950,Trstenik,Trstenik,Kosovo,"","",EPSG:4326,"cobalt,nickel","Oxide-clay silicate,Oxide-Clay Silicate,Oxide-Clay silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__cikatove-cikatovo,https://doi.org/10.5382/econgeo.4950,Çikatovë (Čikatovo),Çikatovë (Čikatovo),Kosovo,"","",EPSG:4326,"cobalt,nickel","Clay silicate-hydrous Mg silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__mount-clifford-marriotts,https://doi.org/10.5382/econgeo.4950,Mount Clifford-Marriotts,Mount Clifford-Marriotts,Australia,"","",EPSG:4326,nickel,"Laterite,Clay silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__limahe,https://doi.org/10.5382/econgeo.4950,Limahe,Limahe,China,"","",EPSG:4326,nickel,"Emeishan LIP,Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__san-felipe,https://doi.org/10.5382/econgeo.4950,San Felipe,San Felipe,Cuba,"","",EPSG:4326,nickel,"Oxide?,Laterite,Oxide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__maricao,https://doi.org/10.5382/econgeo.4950,Maricao,Maricao,Puerto Rico,"","",EPSG:4326,"nickel,cobalt","Oxide-hydrous Mg silicate,Laterite,Oxide-Hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__viken-myrviken,https://doi.org/10.5382/econgeo.4950,Viken (Myrviken),Viken (Myrviken),Sweden,"","",EPSG:4326,nickel,"Shale-hosted Ni,Hydrothermal Ni,Sediment-hosted Pb-Zn/VMS"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__lynn-lake,https://doi.org/10.5382/econgeo.4950,Lynn Lake,Lynn Lake,Canada,"","",EPSG:4326,"nickel,cobalt","Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__grasset,https://doi.org/10.5382/econgeo.4950,Grasset,Grasset,Canada,"","",EPSG:4326,"nickel,cobalt","Magmatic Sulphide,Archean komatiite,Archean Komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__buruktal,https://doi.org/10.5382/econgeo.4950,Buruktal,Buruktal,Russia,"","",EPSG:4326,"nickel,cobalt","Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__north-konawe-group-limonite,https://doi.org/10.5382/econgeo.4950,North Konawe Group (Limonite),North Konawe Group (Limonite),Indonesia,"","",EPSG:4326,"nickel,cobalt","Laterite,Oxide-Hydrous Mg silicate,Oxide-hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__lac-des-iles,https://doi.org/10.5382/econgeo.4950,Lac des Iles,Lac des Iles,Canada,"","",EPSG:4326,"cobalt,nickel","Layered Intrusive,PGE-discordant intrusion,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__vozhma-massif-orebody-no-4,https://doi.org/10.5382/econgeo.4950,Vozhma Massif Orebody No. 4,Vozhma Massif Orebody No. 4,Russia,"","",EPSG:4326,nickel,"Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__nord-kamennik,https://doi.org/10.5382/econgeo.4950,Nord Kamennik,Nord Kamennik,Russia,"","",EPSG:4326,nickel,"Magmatic Sulphide,Proterozoic Komatiite,Pechenga camp,Proterozoic komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__lovnozerskoe,https://doi.org/10.5382/econgeo.4950,Lovnozerskoe,Lovnozerskoe,Russia,"","",EPSG:4326,nickel,"Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__casiguran,https://doi.org/10.5382/econgeo.4950,Casiguran,Casiguran,Philippines,"","",EPSG:4326,nickel,"Oxide-Hydrous Mg silicate,Oxide-hydrous Mg silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__union-north-south,https://doi.org/10.5382/econgeo.4950,Union North/South,Union North/South,South Africa,"","",EPSG:4326,nickel,"Stratabound Stratiform Reef-type,Layered Intrusive,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__new-morning-daybreak,https://doi.org/10.5382/econgeo.4950,New Morning-Daybreak,New Morning-Daybreak,Australia,"","",EPSG:4326,nickel,"Archean Komatiite,Archean komatiite,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__moa-bay-jv,https://doi.org/10.5382/econgeo.4950,Moa Bay JV,Moa Bay JV,Cuba,"","",EPSG:4326,"cobalt,nickel","Oxide-hydrous Mg silicate,Laterite,Oxide-Hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__iso-siettelojoki,https://doi.org/10.5382/econgeo.4950,Iso-Siettelöjoki,Iso-Siettelöjoki,Finland,"","",EPSG:4326,"nickel,cobalt","Archean Komatiite,Magmatic Sulphide,Archean komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__blue-ridge,https://doi.org/10.5382/econgeo.4950,Blue Ridge,Blue Ridge,South Africa,"","",EPSG:4326,nickel,"Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type"
