ms_uri,source_id,record_id,country,location,crs,other_names,state_or_province,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024479,https://mrdata.usgs.gov/mrds,10024479,Canada,POINT (-98.15048 55.48478),EPSG:4326,"",Manitoba,Pipe No. 1 Mine,"Cobalt,Gold,Tellurium,Nickel,platinum-group elements,Silver,Copper,Selenium","Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024480,https://mrdata.usgs.gov/mrds,10024480,Canada,POINT (-97.85436 55.72007),EPSG:4326,"",Manitoba,Thompson Mine,"Silver,Tellurium,Selenium,Gold,Cobalt,Copper,Nickel,platinum-group elements","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024481,https://mrdata.usgs.gov/mrds,10024481,Canada,POINT (-97.9252 55.70229),EPSG:4326,"",Manitoba,Birchtree Mine,"Gold,Silver,Cobalt,platinum-group elements,Tellurium,Nickel,Copper,Selenium","Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024482,https://mrdata.usgs.gov/mrds,10024482,Canada,POINT (-98.15048 55.50006),EPSG:4326,"",Manitoba,Pipe No. 2 Open Pit,"Copper,Selenium,Tellurium,Silver,Nickel,Cobalt,Gold,platinum-group elements","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024572,https://mrdata.usgs.gov/mrds,10024572,Canada,POINT (-80.78255 46.58193),EPSG:4326,East Falconbridge,Ontario,"East Mine, Falconbridge Limited","Gold,Cobalt,Copper,Selenium,Tellurium,platinum-group elements,Nickel,Silver",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024573,https://mrdata.usgs.gov/mrds,10024573,Canada,POINT (-80.80033 46.58193),EPSG:4326,"",Ontario,Falconbridge Mine,"Copper,Selenium,platinum-group elements,Tellurium,Nickel,Silver,Cobalt,Gold","Impact U-M intrusion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024574,https://mrdata.usgs.gov/mrds,10024574,Canada,POINT (-81.3534 46.65693),EPSG:4326,North Mine,Ontario,Fecunis-North Mine,"Silver,Cobalt,Gold,Copper,platinum-group elements,Tellurium,Nickel,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024575,https://mrdata.usgs.gov/mrds,10024575,Canada,POINT (-81.35118 46.66527),EPSG:4326,"",Ontario,Fraser Mine,"Selenium,Cobalt,Tellurium,platinum-group elements,Gold,Nickel,Silver,Copper","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024576,https://mrdata.usgs.gov/mrds,10024576,Canada,POINT (-81.32535 46.43249),EPSG:4326,"",Ontario,Lockerby Mine,"Gold,Cobalt,Nickel,Copper,platinum-group elements,Selenium,Tellurium,Silver","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024577,https://mrdata.usgs.gov/mrds,10024577,Canada,POINT (-81.38729 46.63332),EPSG:4326,Onaping,Ontario,Onaping-Craig Mine,"Tellurium,Copper,Selenium,Cobalt,Silver,platinum-group elements,Nickel,Gold","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024578,https://mrdata.usgs.gov/mrds,10024578,Canada,POINT (-81.33896 46.67499),EPSG:4326,"",Ontario,Strathcona Mine,"Cobalt,Copper,Nickel,Tellurium,Gold,platinum-group elements,Selenium,Silver","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024579,https://mrdata.usgs.gov/mrds,10024579,Canada,POINT (-81.05811 46.51666),EPSG:4326,"",Ontario,Clarabelle No. 2 Open Pit,"Tellurium,Cobalt,Selenium,Copper,platinum-group elements,Nickel,Gold,Silver","Impact U-M intrusion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024580,https://mrdata.usgs.gov/mrds,10024580,Canada,POINT (-81.33646 46.67638),EPSG:4326,"",Ontario,Coleman Mine,"Gold,Cobalt,Silver,platinum-group elements,Nickel,Tellurium,Selenium,Copper","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024581,https://mrdata.usgs.gov/mrds,10024581,Canada,POINT (-81.06645 46.49166),EPSG:4326,"Clarabelle No,1 - Copper Cliff North Mine",Ontario,Copper Cliff North Mine,"platinum-group elements,Silver,Nickel,Tellurium,Gold,Copper,Selenium,Cobalt",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024582,https://mrdata.usgs.gov/mrds,10024582,Canada,POINT (-81.07895 46.45916),EPSG:4326,"",Ontario,Copper Cliff South Mine,"Silver,Cobalt,Copper,Gold,Nickel,platinum-group elements,Selenium,Tellurium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024583,https://mrdata.usgs.gov/mrds,10024583,Canada,POINT (-81.35118 46.42916),EPSG:4326,"",Ontario,Crean Hill Mine,"Gold,Copper,Nickel,platinum-group elements,Tellurium,Cobalt,Silver,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024584,https://mrdata.usgs.gov/mrds,10024584,Canada,POINT (-81.17895 46.4611),EPSG:4326,"",Ontario,Creighton Mine,"Tellurium,platinum-group elements,Copper,Nickel,Silver,Cobalt,Gold","Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024585,https://mrdata.usgs.gov/mrds,10024585,Canada,POINT (-81.00811 46.52499),EPSG:4326,Frood-Stobie,Ontario,Frood Mine,"Nickel,platinum-group elements,Tellurium,Copper,Gold,Silver,Cobalt,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586,https://mrdata.usgs.gov/mrds,10024586,Canada,POINT (-81.36646 46.64999),EPSG:4326,Mccreedy East Mine,Ontario,Levack East Mine,"platinum-group elements,Copper,Nickel,Cobalt,Tellurium,Silver,Selenium,Gold","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024587,https://mrdata.usgs.gov/mrds,10024587,Canada,POINT (-80.8581 46.56749),EPSG:4326,"",Ontario,Garson Mine,"Silver,Tellurium,Copper,Cobalt,Nickel,platinum-group elements,Gold,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588,https://mrdata.usgs.gov/mrds,10024588,Canada,POINT (-81.37757 46.65193),EPSG:4326,"",Ontario,Levack Mine,"Copper,platinum-group elements,Gold,Cobalt,Nickel,Selenium,Tellurium,Silver",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589,https://mrdata.usgs.gov/mrds,10024589,Canada,POINT (-81.00617 46.54721),EPSG:4326,"",Ontario,Little Stobie Mine,"Copper,Tellurium,platinum-group elements,Nickel,Silver,Selenium,Cobalt,Gold","Impact U-M intrusion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024590,https://mrdata.usgs.gov/mrds,10024590,Canada,POINT (-81.39979 46.63332),EPSG:4326,Levack West,Ontario,Mccreedy West Mine,"Copper,Selenium,Nickel,platinum-group elements,Tellurium,Silver,Cobalt,Gold",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024591,https://mrdata.usgs.gov/mrds,10024591,Canada,POINT (-81.06645 46.51332),EPSG:4326,"2 Open Pit,Murray Mine Surface Operations Known As Clarabelle No",Ontario,Murray Mine,"Nickel,Tellurium,Copper,Selenium,platinum-group elements,Cobalt,Gold,Silver","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592,https://mrdata.usgs.gov/mrds,10024592,Canada,POINT (-80.99422 46.53832),EPSG:4326,Frood-Stobie,Ontario,Stobie Mine,"Tellurium,Silver,Gold,Cobalt,Selenium,Copper,Nickel,platinum-group elements","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024593,https://mrdata.usgs.gov/mrds,10024593,Canada,POINT (-81.45951 46.3786),EPSG:4326,"",Ontario,Totten Mine,"Gold,Copper,platinum-group elements,Silver,Cobalt,Nickel,Selenium,Tellurium","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024594,https://mrdata.usgs.gov/mrds,10024594,Canada,POINT (-98.15048 55.50006),EPSG:4326,"",Manitoba,Pipe No. 2 Open Pit,"Nickel,Silver,Cobalt,Selenium,Tellurium,Copper,Gold,platinum-group elements","Arc U-M intru- sion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024595,https://mrdata.usgs.gov/mrds,10024595,Canada,POINT (-97.85436 55.72007),EPSG:4326,"",Manitoba,Thompson Mine,"Cobalt,Gold,Selenium,Nickel,Tellurium,platinum-group elements,Silver,Copper","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10032156,https://mrdata.usgs.gov/mrds,10032156,United States,POINT (-123.33559 42.5801),EPSG:4326,"Lozier Dike,Double Eagle",Oregon,Lucky Queen Mine,"Tellurium,Gold","Alkalic epithermal gold ± Ag,Hypozonal orogenic gold,Mesozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10032531,https://mrdata.usgs.gov/mrds,10032531,United States,POINT (-118.19688 44.84291),EPSG:4326,"",Oregon,North Pole,"Copper,Zinc,Silver,Antimony,Gold,Arsenic,Tellurium","Epizonal orogenic gold,Hypozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033330,https://mrdata.usgs.gov/mrds,10033330,United States,POINT (-117.21435 45.01236),EPSG:4326,"Forest Queen,Robert Emmet,Red Jacket,Elk Creek Gold Mining Co",Oregon,"Union-Companion Vein, Cornucopia Mine","Zinc,Lead,Copper,Gold,Tellurium,Arsenic,Silver","Alkalic epithermal gold ± Ag,Hypozonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036701,https://mrdata.usgs.gov/mrds,10036701,United States,POINT (-121.56455 48.09898),EPSG:4326,"",Washington,Bonanza Queen Mine,"Gold,Tellurium,Silver,Copper,Arsenic,Iron",Bimodal felsic VMS
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038260,https://mrdata.usgs.gov/mrds,10038260,Russia,POINT (32.96136 67.92844),EPSG:4326,"Monche-Tundra,Moncha","",Monchegorsk,"Cobalt,Bismuth,Platinum,Copper,Palladium,Nickel,Tellurium","Arc U-M intru- sion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038420,https://mrdata.usgs.gov/mrds,10038420,Canada,POINT (-81.44979 46.38332),EPSG:4326,"",Ontario,Totten Mine,"Copper,Tellurium,platinum-group elements,Gold,Silver,Nickel,Selenium,Cobalt",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038428,https://mrdata.usgs.gov/mrds,10038428,Canada,POINT (-81.38312 46.63332),EPSG:4326,"",Ontario,Onaping - Craig Mine,"Gold,Selenium,Copper,Silver,platinum-group elements,Cobalt,Tellurium,Nickel",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038438,https://mrdata.usgs.gov/mrds,10038438,Canada,POINT (-81.34979 46.64999),EPSG:4326,Fecunis Lake Mine,Ontario,Fecunis North Mine,"Copper,Cobalt,Nickel,Silver,platinum-group elements,Selenium,Gold,Tellurium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038440,https://mrdata.usgs.gov/mrds,10038440,Canada,POINT (-80.86949 46.58221),EPSG:4326,"",Ontario,Garson Mine,"Lead,platinum-group elements,Gold,Selenium,Tellurium,Copper,Silver,Cobalt,Nickel",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038443,https://mrdata.usgs.gov/mrds,10038443,Canada,POINT (-81.16922 46.46082),EPSG:4326,"",Ontario,Creighton Mine,"platinum-group elements,Nickel,Copper,Selenium,Tellurium,Silver,Gold,Cobalt","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039019,https://mrdata.usgs.gov/mrds,10039019,Mexico,POINT (-102.30041 21.85051),EPSG:4326,Aguascalientes,Aguascalientes,(Facility) Aquascalientes Smelter,"Silver,Tellurium,Platinum,Selenium,Gold,Nickel,Palladium",Replacement gold-silver
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039048,https://mrdata.usgs.gov/mrds,10039048,China,POINT (103.83393 36.56139),EPSG:4326,"","",Cu - Ni Sulfide Deposit W,"Bismuth,Arsenic,Tellurium,Antimony,Nickel,Palladium,Platinum,Gold,Copper","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039049,https://mrdata.usgs.gov/mrds,10039049,China,POINT (103.83393 36.56139),EPSG:4326,"","",Cu - Ni Sulfide Deposit Y,"Nickel,Tellurium,Cobalt,Palladium,Copper,Antimony,Bismuth","Anorthosite conduit nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295,https://mrdata.usgs.gov/mrds,10039295,Canada,POINT (-80.99977 46.54999),EPSG:4326,"",Ontario,Little Stobie,"Cobalt,Copper,platinum-group elements,Selenium,Lead,Gold,Zinc,Silver,Nickel,Tellurium","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039394,https://mrdata.usgs.gov/mrds,10039394,United States,POINT (-110.14372 32.07401),EPSG:4326,"Tungsten Queen Group,Black Rock Group,Tungsten King Group",Arizona,Tungsten King Mine,"Copper,Tungsten,Molybdenum,Tellurium,Zinc,Bismuth,Lead,Beryllium","Greisen tungsten- molybdenum±Bi,Vein tungsten"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10040410,https://mrdata.usgs.gov/mrds,10040410,United States,POINT (-112.28106 38.39219),EPSG:4326,"",Utah,Lucky Boy,"Mercury,Selenium,Manganese,Barium-Barite,Gold,Tellurium,Zinc","Epithermal mercury,Epizonal orogenic mercury"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041109,https://mrdata.usgs.gov/mrds,10041109,United States,POINT (-118.75947 48.67262),EPSG:4326,"South Cross,Bailey,Veins,Stewart,Alpine,Knob Hill,Golden Promise",Washington,Knob Hill Mine,"Gold,Silver,Selenium,Arsenic,Copper,Antimony,Tellurium","Alkalic epithermal gold ± Ag,High-sulfidation (HS) epithermal silver-gold ± Cu,Intermediate- sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn,Low-sulfidation (LS) epither- mal gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041261,https://mrdata.usgs.gov/mrds,10041261,United States,POINT (-118.25305 48.21735),EPSG:4326,"",Washington,Grandview,"Lead,Gold,Silver,Tellurium","Alkalic epithermal gold ± Ag,Orogenic silver-lead- zinc-copper- antimony,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041611,https://mrdata.usgs.gov/mrds,10041611,United States,POINT (-119.56673 48.90623),EPSG:4326,"",Washington,Bellevue Claims,"Antimony,Tellurium,Silver,Arsenic,Copper,Gold","Hypozonal orogenic gold,Mesozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042662,https://mrdata.usgs.gov/mrds,10042662,United States,POINT (-123.75005 42.34482),EPSG:4326,"Black Cat,Log Cabin,July",Oregon,Eureka Mine,"Gold,Silver,Tellurium","Alkalic epithermal gold ± Ag,Hypozonal orogenic gold,Mesozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042677,https://mrdata.usgs.gov/mrds,10042677,United States,POINT (-123.75477 42.21788),EPSG:4326,"Billy Neil,Segno Tomek",Oregon,Neil,"Tellurium,Gold",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042706,https://mrdata.usgs.gov/mrds,10042706,United States,POINT (-123.78894 42.19482),EPSG:4326,"",Oregon,Winters Prospect,"Gold,Tellurium,Silver","Bimodal felsic VMS,Bimodal-mafic VMS,Felsic-siliciclastic VMS,Mafic-siliciclastic VMS,Mafic-ultramafic VMS"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042755,https://mrdata.usgs.gov/mrds,10042755,United States,POINT (-123.61033 42.59065),EPSG:4326,"",Oregon,Oriole,"Silver,Gold,Tellurium,Copper","Alkalic epithermal gold ± Ag,Low-sulfidation (LS) epither- mal gold-silver,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042760,https://mrdata.usgs.gov/mrds,10042760,United States,POINT (-123.72366 42.55426),EPSG:4326,"Progressive,Robertson",Oregon,Bunker Hill,"Gold,Bismuth,Tellurium,Silver","Alkalic epithermal gold ± Ag,Hypozonal orogenic gold,Low-sulfidation (LS) epither- mal gold-silver,Mesozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042819,https://mrdata.usgs.gov/mrds,10042819,United States,POINT (-123.28226 42.40399),EPSG:4326,"",Oregon,Jewett Mine,"Copper,Gold,Arsenic,Tellurium,Bismuth,Silver",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042821,https://mrdata.usgs.gov/mrds,10042821,United States,POINT (-123.17976 42.4451),EPSG:4326,"",Oregon,Molybdenum Prospect,"Copper,Gold,Silver,Tin,Molybdenum,Bismuth,Tellurium",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042827,https://mrdata.usgs.gov/mrds,10042827,United States,POINT (-123.06558 42.40761),EPSG:4326,"Quad,27 G,P",Oregon,Little Johnny,"Copper,Silver,Tellurium,Gold","Oxidized intrusion- related gold,Reduced intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042925,https://mrdata.usgs.gov/mrds,10042925,United States,POINT (-123.30504 42.67871),EPSG:4326,"",Oregon,Horseshoe Lode,"Tellurium,Copper,Gold,Silver,Manganese","Alkalic epithermal gold ± Ag,Intermediate- sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042956,https://mrdata.usgs.gov/mrds,10042956,United States,POINT (-123.32726 42.24815),EPSG:4326,"Wildcat,Wild Rose,Red Rose,Yellow Jacket",Oregon,Dark Canyon,"Silver,Copper,Gold,Tellurium,Lead",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10043329,https://mrdata.usgs.gov/mrds,10043329,United States,POINT (-123.26337 42.34038),EPSG:4326,"",Oregon,Porcupine Mine,"Silver,Tellurium,Gold","Alkalic epithermal gold ± Ag,Low-sulfidation (LS) epither- mal gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044056,https://mrdata.usgs.gov/mrds,10044056,United States,POINT (-117.18289 40.59407),EPSG:4326,"",Nevada,Telluride Mine,"Bismuth,Silver,Iron,Tellurium,Gold","Alkalic epithermal gold ± Ag,Vein five-element"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044572,https://mrdata.usgs.gov/mrds,10044572,United States,POINT (-117.22063 37.72162),EPSG:4326,Miss Jessie Claim,Nevada,Mushett Lease,"Gold,Silver,Copper,Bismuth,Antimony,Tellurium,Zinc",High-sulfidation (HS) epithermal silver-gold ± Cu
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044573,https://mrdata.usgs.gov/mrds,10044573,United States,POINT (-117.17647 37.75245),EPSG:4326,"",Nevada,Quartzite and Black Butte Mines,"Copper,Tellurium,Antimony,Gold",High-sulfidation (HS) epithermal silver-gold ± Cu
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044773,https://mrdata.usgs.gov/mrds,10044773,United States,POINT (-115.98479 39.49853),EPSG:4326,Champion and Buckeye,Nevada,Eureka Consolidated,"Molybdenum,Gold,Silver,Tellurium,Copper,Iron",Replacement polymetallic
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10045868,https://mrdata.usgs.gov/mrds,10045868,United States,POINT (-115.59589 39.96659),EPSG:4326,"Bf Claim Group,Rat Deposit,NBMG Samples 4375,North Deposit,4377,4376,Rbm Deposit,Top Deposit",Nevada,Bald Mountain Mine,"Gold,Zinc,Copper,Antimony,Arsenic,Tellurium,Bismuth,Silver,Mercury","Carlin-type gold,Distal- disseminated silver-gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10046697,https://mrdata.usgs.gov/mrds,10046697,United States,POINT (-117.19091 37.74856),EPSG:4326,Daisy Nos 1-3 Claims,Nevada,Daisy Mine,"Silver,Tellurium,Gold","Alkalic epithermal gold ± Ag,High-sulfidation (HS) epithermal silver-gold ± Cu,Low-sulfidation (LS) epither- mal gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10046700,https://mrdata.usgs.gov/mrds,10046700,United States,POINT (-117.22452 37.71273),EPSG:4326,"Hazel Queen,Consisting of the Combination,Goldstone,Mammoth,Wonder,Victor Claims,Red Boy,After 1906-7,Combination Claim Group,Golconda,Later Part of Goldfield Consolidated Mines Co,Combination Nos 2 and 3",Nevada,Combination Mine,"Copper,Tellurium,Bismuth,Gold,Antimony,Arsenic,Zinc,Silver",High-sulfidation (HS) epithermal silver-gold ± Cu
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10046838,https://mrdata.usgs.gov/mrds,10046838,United States,POINT (-117.19397 37.75606),EPSG:4326,"Vernal Mining Co,Ground",Nevada,Goldfield-Belmont Mine,"Copper,Zinc,Tellurium,Antimony,Gold",High-sulfidation (HS) epithermal silver-gold ± Cu
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10047732,https://mrdata.usgs.gov/mrds,10047732,United States,POINT (-120.82593 48.77538),EPSG:4326,"Horseshoe,Fidalgo,California,Tip Top,Silver Coin,Gold Coin,San Jose,American,Claims,Anacortes",Washington,Anacortes Mine,"Lead,Zinc,Tellurium,Gold,Silver",Vein polymetallic
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10047741,https://mrdata.usgs.gov/mrds,10047741,United States,POINT (-121.63152 48.99509),EPSG:4326,"Boundary Red,Red Mountain Mine",Washington,Boundary Red Mountain Mine,"Bismuth,Tellurium,Copper,Silver,Gold",Mesozonal orogenic gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048061,https://mrdata.usgs.gov/mrds,10048061,United States,POINT (-112.60464 34.47116),EPSG:4326,Gold Hill Claims,Arizona,Gold Hill Mine,"Silver,Selenium,Tellurium,Gold",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048643,https://mrdata.usgs.gov/mrds,10048643,United States,POINT (-76.86522 40.19724),EPSG:4326,"",Pennsylvania,Unnamed Pge Occurrence,"Gold,Copper,Tellurium,Palladium,Thorium,Platinum,Nickel","U-M conduit nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10049300,https://mrdata.usgs.gov/mrds,10049300,Mexico,POINT (-109.75064 29.85019),EPSG:4326,"",Sonora,San Miguel,"Tellurium,Silver,Uranium,Copper",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10049510,https://mrdata.usgs.gov/mrds,10049510,Mexico,POINT (-108.6381 28.13358),EPSG:4326,"Mines,Santa Teresa,Santo Nino,San Antonio",Chihuahua,Sahuayacan,"Gold,Antimony,Copper,Lead,Manganese,Silver,Tellurium","Alkalic epithermal gold ± Ag,Intermediate- sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055197,https://mrdata.usgs.gov/mrds,10055197,United States,POINT (-112.15636 40.58383),EPSG:4326,"",Utah,Melco Mine,"Strontium,Nickel,Uranium,Antimony,Arsenic,Tellurium,Silver,Gold,Thallium,Barium-Barite,Selenium,Zinc","Carlin-type gold,Distal- disseminated silver-gold,Replacement gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055461,https://mrdata.usgs.gov/mrds,10055461,United States,POINT (-103.80225 44.33107),EPSG:4326,Double Standard Mine,South Dakota,Golden Reward Mine,"Gold,Tellurium,Silver","Alkalic epithermal gold ± Ag,Oxidized intrusion- related gold,Replacement gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056096,https://mrdata.usgs.gov/mrds,10056096,United States,POINT (-121.56455 48.09898),EPSG:4326,"",Washington,Bonanza Queen,"Silver,Tellurium,Arsenic,Gold,Copper","Orogenic copper ± gold,Vein copper"
