ms_uri,source_id,record_id,country,state_or_province,other_names,location,crs,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__021c4fa2c12767c6a4181a56df46abd6339e036579693d5f403106762af83421a8,https://api.cdr.land/v1/docs/documents,021c4fa2c12767c6a4181a56df46abd6339e036579693d5f403106762af83421a8,Brazil,Ceará,"","","",Pedra Branca Project,"Cobalt,Gold,Platinum,Nickel,Copper,platinum-group elements","Komatiite nickel-copper-PGE,Magnetite- dominant IOCG,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__af006,https://doi.org/10.5066/P96MMRFD,AF006,United States,Alaska,"",POINT (153.07 58.1),EPSG:4267,Muskomee Bay,"Lead,platinum-group elements,Gold","Iron oxide poly- metallic,Vein polymetallic"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt011,https://doi.org/10.5066/P96MMRFD,BT011,United States,Alaska,"",POINT (150.6308 66.4126),EPSG:4267,Unnamed (near Caribou Mountain),"Chromium,Nickel,platinum-group elements,Cobalt",Ophiolite chromium
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt012,https://doi.org/10.5066/P96MMRFD,BT012,United States,Alaska,"",POINT (150.739 66.4019),EPSG:4267,Unnamed (on upper Kanuti River),"Chromium,Nickel,Cobalt,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt014,https://doi.org/10.5066/P96MMRFD,BT014,United States,Alaska,"",POINT (150.8769 66.2802),EPSG:4267,Unnamed (near lower Kanuti River),"Chromium,platinum-group elements,Cobalt,Nickel",Ophiolite chromium
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__cs002,https://doi.org/10.5066/P96MMRFD,CS002,United States,Alaska,"",POINT (146.37 67.38),EPSG:4267,Levi Creek,"Chromium,platinum-group elements","Fluvial placer PGE,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__cs004,https://doi.org/10.5066/P96MMRFD,CS004,United States,Alaska,"",POINT (145.62 67.39),EPSG:4267,Christian River Chromium,"platinum-group elements,Chromium","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__gu005,https://doi.org/10.5066/P96MMRFD,GU005,United States,Alaska,"",POINT (144.8 62),EPSG:4267,Nadina River,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg010,https://doi.org/10.5066/P96MMRFD,HG010,United States,Alaska,"",POINT (161.71 58.96),EPSG:4267,Clara Creek,"Gold,Chromium,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg011,https://doi.org/10.5066/P96MMRFD,HG011,United States,Alaska,"",POINT (161.71 58.95),EPSG:4267,Dowry Creek,"platinum-group elements,Gold",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg012,https://doi.org/10.5066/P96MMRFD,HG012,United States,Alaska,"",POINT (161.715 58.9205),EPSG:4267,Salmon River,"Mercury,Chromium,Gemstone, Diamond,Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg013,https://doi.org/10.5066/P96MMRFD,HG013,United States,Alaska,"",POINT (161.73 58.93),EPSG:4267,Squirrel Creek,"platinum-group elements,Gold",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg014,https://doi.org/10.5066/P96MMRFD,HG014,United States,Alaska,"",POINT (161.73 58.92),EPSG:4267,Platinum Creek,"platinum-group elements,Chromium,Gold",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg026,https://doi.org/10.5066/P96MMRFD,HG026,United States,Alaska,"",POINT (161.71 58.94),EPSG:4267,Boulder Creek,"Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg027,https://doi.org/10.5066/P96MMRFD,HG027,United States,Alaska,"",POINT (161.74 58.92),EPSG:4267,Dry Gulch,"platinum-group elements,Gold",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg028,https://doi.org/10.5066/P96MMRFD,HG028,United States,Alaska,"",POINT (161.75 58.92),EPSG:4267,Fox Gulch,"Chromium,Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg029,https://doi.org/10.5066/P96MMRFD,HG029,United States,Alaska,"",POINT (161.71 58.94),EPSG:4267,Last Chance Creek,platinum-group elements,Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg030,https://doi.org/10.5066/P96MMRFD,HG030,United States,Alaska,"",POINT (161.71 58.98),EPSG:4267,McCann Creek,platinum-group elements,Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hg032,https://doi.org/10.5066/P96MMRFD,HG032,United States,Alaska,"",POINT (161.7 58.94),EPSG:4267,Salmon River Bench,"Gemstone, Diamond,Mercury,platinum-group elements,Chromium,Gold",Fluvial placer PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hu014,https://doi.org/10.5066/P96MMRFD,HU014,United States,Alaska,"",POINT (155.7148 66.1894),EPSG:4267,Hogatza; Hog River; Bear Creek,"rare earth elements,Thorium,Gold,platinum-group elements,Uranium,Tin","Fluvial placer REE,Fluvial placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__kr030,https://doi.org/10.5066/P96MMRFD,KR030,United States,Alaska,"",POINT (154.52 57.14),EPSG:4267,West Coast Kodiak Island,"Gold,Chromium,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf002,https://doi.org/10.5066/P96MMRFD,MF002,United States,Alaska,"",POINT (136.55 58.05),EPSG:4267,Unnamed (Northwest part of Yakobi Island),"Copper,Nickel,platinum-group elements","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf004,https://doi.org/10.5066/P96MMRFD,MF004,United States,Alaska,"",POINT (137.31 58.66),EPSG:4267,Unnamed (North Crillon Glacier),"Titanium,Cobalt,Iron,Copper,platinum-group elements,Nickel","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf016,https://doi.org/10.5066/P96MMRFD,MF016,United States,Alaska,"",POINT (137.489 58.873),EPSG:4267,Unnamed (moraine on Fairweather Glacier),"platinum-group elements,Cobalt,Copper,Chromium,Titanium,Silver,Vanadium,Iron,Nickel,Gold","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf017,https://doi.org/10.5066/P96MMRFD,MF017,United States,Alaska,"",POINT (137.649 58.883),EPSG:4267,Unnamed (between Fairweather and Sea Otter Glaciers),"Vanadium,Chromium,Cobalt,Copper,Silver,platinum-group elements,Nickel","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf018,https://doi.org/10.5066/P96MMRFD,MF018,United States,Alaska,"",POINT (137.63 58.9),EPSG:4267,Unnamed (west of Mt. Fairweather),"Chromium,Nickel,Cobalt,Titanium,platinum-group elements,Copper","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf040,https://doi.org/10.5066/P96MMRFD,MF040,United States,Alaska,"",POINT (137.66 58.61),EPSG:4267,Unnamed (Gulf of Alaska coast),"Iron,platinum-group elements,Zirconium,Titanium,Chromium,Gold","Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf041,https://doi.org/10.5066/P96MMRFD,"MF041,MF041 ",United States,Alaska,"",POINT (137.76 58.707),EPSG:4267,Lituya Bay Gold Mining Co.,"Gold,Iron,Titanium,platinum-group elements",Shoreline placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf042,https://doi.org/10.5066/P96MMRFD,MF042,United States,Alaska,"",POINT (137.45 58.54),EPSG:4267,"Unnamed (Gulf of Alaska coast:  Includes Topsy Creek, Dagelet River, and Oregon King Consolidated claims)","Zirconium,Gold,Iron,Titanium,platinum-group elements,Chromium","Heavy mineral sands,Paleoplacer heavy mineral sands"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf088,https://doi.org/10.5066/P96MMRFD,MF088,United States,Alaska,"",POINT (136.61 58.35),EPSG:4267,Unnamed (Brady Glacier outwash),"Titanium,Gold,platinum-group elements,Zirconium","Heavy mineral sands,Paleoplacer heavy mineral sands"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg002,https://doi.org/10.5066/P96MMRFD,"MG002 ,MG002",United States,Alaska,"",POINT (155.81 62.876),EPSG:4267,Candle Creek,"Silver,platinum-group elements,Tungsten,Gold,Mercury",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg010,https://doi.org/10.5066/P96MMRFD,MG010,United States,Alaska,"",POINT (155.7124 62.6954),EPSG:4267,Alder Gulch; Vinasale,"Bismuth,platinum-group elements,Gold,Tungsten,Silver,Antimony","Fluvial placer gold,Oxidized intrusion- related gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh097,https://doi.org/10.5066/P96MMRFD,MH097,United States,Alaska,"",POINT (146.4426 63.2681),EPSG:4267,East Fork Maclaren River,"Silver,platinum-group elements,Gold",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh288,https://doi.org/10.5066/P96MMRFD,MH288,United States,Alaska,"",POINT (144.8641 63.1778),EPSG:4267,Chistochina Glacier,"platinum-group elements,Gold,Tungsten","Fluvial placer PGE,Fluvial placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh295,https://doi.org/10.5066/P96MMRFD,MH295,United States,Alaska,"",POINT (144.8554 63.171),EPSG:4267,Lower Slate Creek,"Silver,platinum-group elements,Gold,Mercury",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh296,https://doi.org/10.5066/P96MMRFD,MH296,United States,Alaska,"",POINT (144.8266 63.1748),EPSG:4267,Miller Gulch,"Gold,Mercury,Copper,platinum-group elements,Silver",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh297,https://doi.org/10.5066/P96MMRFD,MH297,United States,Alaska,"",POINT (144.8431 63.1713),EPSG:4267,Treasure Gulch,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh298,https://doi.org/10.5066/P96MMRFD,MH298,United States,Alaska,"",POINT (144.8009 63.1657),EPSG:4267,Upper Slate Creek,"Silver,Copper,platinum-group elements,Gold,Mercury",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh301,https://doi.org/10.5066/P96MMRFD,MH301,United States,Alaska,"",POINT (144.8018 63.1194),EPSG:4267,Upper Chisna River,"Gold,platinum-group elements,Silver",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh309,https://doi.org/10.5066/P96MMRFD,MH309,United States,Alaska,"",POINT (144.6428 63.1323),EPSG:4267,Limestone Creek; Lake Creek; Lime Creek,"Chromium,Copper,Lead,Tungsten,Gold,platinum-group elements,Silver",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh311,https://doi.org/10.5066/P96MMRFD,MH311,United States,Alaska,"",POINT (144.6491 63.131),EPSG:4267,Kraemer Creek; Kramer Creek,"Silver,platinum-group elements,Gold,Copper","Fluvial placer PGE,Fluvial placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh313,https://doi.org/10.5066/P96MMRFD,MH313,United States,Alaska,"",POINT (144.6808 63.1072),EPSG:4267,Russian John Creek,"platinum-group elements,Gold,Silver","Fluvial placer PGE,Fluvial placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh358,https://doi.org/10.5066/P96MMRFD,MH358,United States,Alaska,"",POINT (144.4377 63.0075),EPSG:4267,Eagle Creek,"Copper,Silver,Gold,Barium-Barite,platinum-group elements","Fluvial placer PGE,Fluvial placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh389,https://doi.org/10.5066/P96MMRFD,MH389,United States,Alaska,"",POINT (145.9709 63.1119),EPSG:4267,Beta Complex,"Copper,Nickel,platinum-group elements",""
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mu002,https://doi.org/10.5066/P96MMRFD,MU002,United States,Alaska,"",POINT (161.0687 68.2436),EPSG:4267,Misheguk Mountain--west,"Chromium,Nickel,platinum-group elements",Ophiolite chromium
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mu009,https://doi.org/10.5066/P96MMRFD,MU009,United States,Alaska,"",POINT (161.9034 68.2467),EPSG:4267,Avan Hills ,"Chromium,platinum-group elements",Ophiolite chromium
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__nt007,https://doi.org/10.5066/P96MMRFD,NT007,United States,Alaska,"",POINT (162.4171 67.4502),EPSG:4267,Unnamed (on Asik Mountain),"Chromium,Iron,Copper,platinum-group elements,Nickel","Arc U-M intru- sion nickel- copper-PGE,Ophiolite chromium"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__pe057,https://doi.org/10.5066/P96MMRFD,PE057,United States,Alaska,"",POINT (132.888 56.122),EPSG:4267,Unnamed (on Blashke Islands),"Copper,Nickel,Chromium,platinum-group elements",Arc U-M intru- sion nickel- copper-PGE
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__pr001,https://doi.org/10.5066/P96MMRFD,PR001,United States,Alaska,"",POINT (131.314 54.923),EPSG:4267,Duke Island,"Iron,Copper,Nickel,platinum-group elements,Chromium","Arc U-M intru- sion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__rm001,https://doi.org/10.5066/P96MMRFD,RM001,United States,Alaska,"",POINT (161.889 61.867),EPSG:4267,Disappointment Creek,"Gold,platinum-group elements",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__rm002,https://doi.org/10.5066/P96MMRFD,RM002,United States,Alaska,"",POINT (161.88 61.873),EPSG:4267,Wilson Creek (including Happy Creek),"Gold,platinum-group elements",Fluvial placer gold
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__sd003,https://doi.org/10.5066/P96MMRFD,SD003,United States,Alaska,"",POINT (133.774 57.9845),EPSG:4267,Snettisham Iron,"Iron,Vanadium,platinum-group elements,Titanium","Arc U-M intrusion titanium- vanadium,U-M layered intrusion iron-titanium- vanadium"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ti003,https://doi.org/10.5066/P96MMRFD,TI003,United States,Alaska,"",POINT (154.44 56.98),EPSG:4267,South Kodiak Island Beaches,"Gold,Chromium,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va013,https://doi.org/10.5066/P96MMRFD,VA013,United States,Alaska,"",POINT (145.1432 61.572),EPSG:4267,Bernard Mountain (Red Mountain),"platinum-group elements,Nickel,Chromium",Ophiolite chromium
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va015,https://doi.org/10.5066/P96MMRFD,VA015,United States,Alaska,"",POINT (144.9908 61.5813),EPSG:4267,Sheep Hill; Dust Mountain (west),"platinum-group elements,Chromium,Nickel",Ophiolite chromium
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va016,https://doi.org/10.5066/P96MMRFD,VA016,United States,Alaska,"",POINT (144.9436 61.6025),EPSG:4267,Dust Mountain,"Nickel,platinum-group elements,Chromium",Ophiolite chromium
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va080,https://doi.org/10.5066/P96MMRFD,VA080,United States,Alaska,"",POINT (144.2645 61.3056),EPSG:4267,Spirit Mountain,"Silver,Zinc,Cobalt,Nickel,Copper,platinum-group elements","Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ya001,https://doi.org/10.5066/P96MMRFD,YA001,United States,Alaska,"",POINT (139.62 59.45),EPSG:4267,"Unnamed  (Gulf of Alaska beaches, Yakutat quadrangle segment)","Titanium,Gold,Chromium,rare earth elements,Zirconium,Tungsten,platinum-group elements,Iron","Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ya002,https://doi.org/10.5066/P96MMRFD,YA002,United States,Alaska,"",POINT (139.746 59.5),EPSG:4267,Yakutat Beach,"platinum-group elements,Zirconium,Gold,Titanium,Iron,Tungsten","Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ya007,https://doi.org/10.5066/P96MMRFD,YA007,United States,Alaska,"",POINT (139.58 59.44),EPSG:4267,Situk Beach,"Iron,platinum-group elements,Titanium,Zirconium,Gold","Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ya008,https://doi.org/10.5066/P96MMRFD,YA008,United States,Alaska,"",POINT (139.43 59.38),EPSG:4267,Blacksand Beach,"Gold,platinum-group elements,Iron,Zirconium,Titanium","Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00011,https://mrdata.usgs.gov/deposit,AK00011,United States,Alaska,"","POINT (-156.559922 59.630796),POINT (-157.4998 59.2286)",EPSG:4326,Bristol Bay Region,"Silver,Copper,Tin,Molybdenum,Rhenium,platinum-group elements,Tungsten,Gold",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00015,https://mrdata.usgs.gov/deposit,AK00015,United States,Alaska,Juneau gold belt,POINT (-135.162 58.7587),EPSG:4326,Juneau District,"Titanium,Iron,Tungsten,Silver,Copper,platinum-group elements,Vanadium,Gold",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00023,https://mrdata.usgs.gov/deposit,AK00023,United States,Alaska,NA,POINT (-155.298105 59.897977),EPSG:4326,Pebble,"Molybdenum,platinum-group elements,Rhenium,Copper,Tellurium,Selenium,Gold",Porphyry Cu-Mo
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__co00029,https://mrdata.usgs.gov/deposit,CO00029,United States,Colorado,NA,"POINT (-106.17 39.36909),POINT (-106.1882 39.3691)",EPSG:4326,Climax,"platinum-group elements,Tin,Tungsten,Rhenium,Molybdenum,rare earth elements","16 - Climax Mo deposits,Climax Mo"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__co00036,https://mrdata.usgs.gov/deposit,CO00036,United States,Colorado,NA,"POINT (-106.1702 39.3758),POINT (-106.174772 39.37678)",EPSG:4326,Climax District,"rare earth elements,Molybdenum,Tin,Rhenium,Tungsten,platinum-group elements",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ut00011,https://mrdata.usgs.gov/deposit,UT00011,United States,Utah,Kennecott Copper,"POINT (-112.1911 40.5081),POINT (-112.174282 40.521488)",EPSG:4326,Bingham,"Indium,Lead,Titanium,Silver,Copper,platinum-group elements,Gold,Selenium,Tellurium,Uranium,Molybdenum,Arsenic,Rhenium,Zinc","Calc-alkaline porphyry copper,Distal disseminated silver-gold,Porphyry Cu,Replacement polymetallic,Skarn"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ut00017,https://mrdata.usgs.gov/deposit,UT00017,United States,Utah,"West Mountain,NA","POINT (-112.139772 40.536199),POINT (-112.1407 40.5339)",EPSG:4326,"Bingham district,Bingham District","Arsenic,Gold,Zinc,Molybdenum,Rhenium,Copper,Lead,Indium,platinum-group elements,Selenium,Tellurium,Silver,Uranium,Titanium",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2190,https://mrdata.usgs.gov/major-deposits,2190,Botswana,"","",POINT (27.7333 -21.2667),EPSG:4326,Selkirk Mine,"Copper,Nickel,platinum-group elements","Igneous,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2192,https://mrdata.usgs.gov/major-deposits,2192,Botswana,"","",POINT (27.7333 -21.2667),EPSG:4326,Phoenix Mine,"Copper,Nickel,platinum-group elements","Igneous,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2201,https://mrdata.usgs.gov/major-deposits,2201,Burundi,"","",POINT (30.25 -3.75),EPSG:4326,Musongati,"Cobalt,platinum-group elements,Copper,Nickel","Anorthosite conduit nickel- copper-PGE,Komatiite nickel-copper-PGE,Laterite nickel,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2226,https://mrdata.usgs.gov/major-deposits,2226,"","","",POINT (25.55 -10.66667),EPSG:4326,Mutoshi (Ruwe),"platinum-group elements,Copper,Gold,Cobalt,Vanadium","Hydrothermal,Vein cobalt ± Ni"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2246,https://mrdata.usgs.gov/major-deposits,2246,"","","",POINT (26.91667 -11),EPSG:4326,"Shinkolobwe (Shinkolobowe, Signal, Kasolo)","Gold,Uranium,platinum-group elements,Molybdenum,Cobalt,Nickel","Black shale nickel ± Mo- PGE,Hydrothermal"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2343,https://mrdata.usgs.gov/major-deposits,2343,Ethiopia,"","",POINT (35.45 8.97),EPSG:4326,Yubdo,"Chromium,Iron,Gold,platinum-group elements,Nickel,Silver","Fluvial placer gold,Laterite nickel,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2440,https://mrdata.usgs.gov/major-deposits,2440,Liberia,"","",POINT (-9.5 7),EPSG:4326,Gboror's Creek,"platinum-group elements,Gold","Fluvial placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2578,https://mrdata.usgs.gov/major-deposits,2578,Namibia,"","",POINT (17.1833 -22.3333),EPSG:4326,Otjihase,"platinum-group elements,Zinc,Gold,Sulfur,Copper","Bimodal-mafic VMS,Felsic-siliciclastic VMS,Hydrothermal,Iron sulfide polymetallic,Mafic-ultramafic VMS"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2645,https://mrdata.usgs.gov/major-deposits,2645,Sierra Leone,"","",POINT (-13.16472 8.33333),EPSG:4326,Alako Water,platinum-group elements,"Fluvial placer PGE,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2646,https://mrdata.usgs.gov/major-deposits,2646,Sierra Leone,"","",POINT (-13.27611 8.46028),EPSG:4326,Babadori Stream,platinum-group elements,"Fluvial placer PGE,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2647,https://mrdata.usgs.gov/major-deposits,2647,Sierra Leone,"","",POINT (-13.11972 8.29694),EPSG:4326,Big Water,platinum-group elements,"Fluvial placer PGE,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2648,https://mrdata.usgs.gov/major-deposits,2648,Sierra Leone,"","",POINT (-13.16667 8.33333),EPSG:4326,Freetown Layered Basic Complex Placers.,platinum-group elements,"Arc U-M intru- sion nickel- copper-PGE,Fluvial placer PGE,Surficial,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2649,https://mrdata.usgs.gov/major-deposits,2649,Sierra Leone,"","",POINT (-13.13333 8.3),EPSG:4326,Glinda Water,platinum-group elements,"Fluvial placer PGE,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2650,https://mrdata.usgs.gov/major-deposits,2650,Sierra Leone,"","",POINT (-13.2 8.37028),EPSG:4326,Guma Water,platinum-group elements,"Fluvial placer PGE,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2697,https://mrdata.usgs.gov/major-deposits,2697,South Africa,"","",POINT (27.28333 -24.78333),EPSG:4326,"Zwartkop (Zwartklip, Langran, Elandskool)","platinum-group elements,Chromium","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2698,https://mrdata.usgs.gov/major-deposits,2698,South Africa,"","",POINT (30.16667 -24.53333),EPSG:4326,Groothoek,"Silver,Iron,platinum-group elements,Chromium","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2699,https://mrdata.usgs.gov/major-deposits,2699,South Africa,"","",POINT (27.58333 -25.73333),EPSG:4326,Henry Gould,"Iron,Silver,platinum-group elements,Chromium","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2700,https://mrdata.usgs.gov/major-deposits,2700,South Africa,"","",POINT (29.88333 -24.26667),EPSG:4326,Jagdlust,"Iron,platinum-group elements,Chromium,Silver","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2701,https://mrdata.usgs.gov/major-deposits,2701,South Africa,"","",POINT (27.33333 -25.75),EPSG:4326,"Kroondal (Booekenhoutfontein, Bultfontein, Rietfontein)","Chromium,Silver,Iron,platinum-group elements","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2702,https://mrdata.usgs.gov/major-deposits,2702,South Africa,"","",POINT (26.25 -25.08333),EPSG:4326,Marico,"platinum-group elements,Chromium,Iron,Silver","Igneous,U-M layered intrusion chromium"
